,gameDuration,gameId
0,1323.0,4247263043.0
1,1317.0,4247155821.0
2,932.0,4243963257.0
3,2098.0,4241678498.0
4,2344.0,4241538868.0
5,1567.0,4241394461.0
6,1686.0,4233222221.0
7,1588.0,4233113995.0
8,1618.0,4231100932.0
9,1126.0,4229230455.0
10,193.0,4229039003.0
11,1201.0,4228952659.0
12,1262.0,4228244819.0
13,1429.0,4227123625.0
14,1628.0,4222795586.0
15,1692.0,4222632382.0
16,1903.0,4219736584.0
17,1381.0,4219647531.0
18,1313.0,4219545724.0
19,1660.0,4219463634.0
20,1221.0,4217069365.0
21,1356.0,4216998163.0
22,1491.0,4214820366.0
23,1209.0,4208036316.0
24,2224.0,4205806443.0
25,984.0,4205778093.0
26,1222.0,4205718397.0
27,1835.0,4205609024.0
28,1437.0,4201063474.0
29,1430.0,4201002719.0
30,1215.0,4200860184.0
31,2016.0,4191943697.0
32,1389.0,4191827488.0
33,1821.0,4186297500.0
34,1329.0,4186224914.0
35,2310.0,4186016838.0
36,1822.0,4185880938.0
37,1401.0,4183509170.0
38,1853.0,4183404231.0
39,1337.0,4169877994.0
40,1109.0,4169807983.0
41,1816.0,4169722149.0
42,962.0,4169630150.0
43,967.0,4163513474.0
44,2012.0,4161051062.0
45,2323.0,4160473191.0
46,1459.0,4158940409.0
47,1845.0,4158792026.0
48,1725.0,4158690093.0
49,951.0,4150560544.0
50,1348.0,4150339701.0
51,1318.0,4150233255.0
52,1172.0,4150072840.0
53,1925.0,4141879503.0
54,192.0,4141756373.0
55,1458.0,4141536785.0
56,1978.0,4139317309.0
57,1545.0,4137337572.0
58,1562.0,4137221905.0
59,1151.0,4136497029.0
60,1736.0,4135625642.0
61,968.0,4135631513.0
62,2236.0,4135503804.0
63,1373.0,4135463990.0
64,1182.0,4132750156.0
65,1224.0,4132662255.0
66,1413.0,4131438536.0
67,2036.0,4131349884.0
68,1979.0,4131228269.0
69,1473.0,4131183383.0
70,1150.0,4130838785.0
71,1531.0,4127304820.0
72,1497.0,4127195860.0
73,1313.0,4127134706.0
74,1600.0,4127017961.0
75,1973.0,4126859718.0
76,1213.0,4126778547.0
77,1012.0,4126741986.0
78,1585.0,4126486529.0
79,1035.0,4125363745.0
80,1577.0,4125243537.0
81,931.0,4125181013.0
82,1831.0,4124979926.0
83,1361.0,4124953438.0
84,1527.0,4124850963.0
85,1795.0,4124417063.0
86,1636.0,4124110363.0
87,1725.0,4124060029.0
88,1504.0,4120640812.0
89,1150.0,4120513018.0
90,2166.0,4120336083.0
91,1813.0,4120244000.0
92,2556.0,4118590836.0
93,944.0,4118495113.0
94,1053.0,4118432488.0
95,2002.0,4118306793.0
96,940.0,4105344112.0
97,1670.0,4104917522.0
98,1027.0,4104540446.0
99,1649.0,4104397715.0
100,1573.0,4241563962.0
101,1715.0,4241451592.0
102,1373.0,4240992890.0
103,926.0,4240660159.0
104,2196.0,4240354239.0
105,1432.0,4240138715.0
106,1861.0,4239979256.0
107,1620.0,4239909363.0
108,1498.0,4239844329.0
109,2864.0,4237076217.0
110,1448.0,4236209362.0
111,1790.0,4236142587.0
112,2358.0,4235811213.0
113,2422.0,4235211937.0
114,2206.0,4235038935.0
115,1698.0,4233009853.0
116,1265.0,4233011399.0
117,1618.0,4232843469.0
118,1258.0,4232833087.0
119,1370.0,4232673227.0
120,1372.0,4232304535.0
121,1537.0,4232135489.0
122,1802.0,4231892073.0
123,983.0,4231554212.0
124,1175.0,4231481467.0
125,1623.0,4231151563.0
126,1616.0,4230942397.0
127,1326.0,4230915010.0
128,1213.0,4230204841.0
129,1426.0,4229975726.0
130,1412.0,4229542906.0
131,1685.0,4228752344.0
132,1494.0,4227532963.0
133,1673.0,4227386495.0
134,2096.0,4227278479.0
135,1476.0,4227225657.0
136,932.0,4226252789.0
137,1621.0,4226146060.0
138,920.0,4225290711.0
139,1580.0,4225136570.0
140,1320.0,4225069903.0
141,1681.0,4225054326.0
142,1414.0,4224937366.0
143,1138.0,4224891658.0
144,2047.0,4223061077.0
145,1002.0,4222966815.0
146,1127.0,4222847666.0
147,1707.0,4222810614.0
148,1308.0,4222763533.0
149,1665.0,4218237494.0
150,1317.0,4216892789.0
151,1321.0,4216753503.0
152,2261.0,4216560666.0
153,937.0,4216069997.0
154,1668.0,4216075409.0
155,1566.0,4216061140.0
156,945.0,4215966736.0
157,1317.0,4215980399.0
158,1583.0,4215759559.0
159,1338.0,4215773214.0
160,1134.0,4215663649.0
161,1625.0,4215363858.0
162,2151.0,4214979998.0
163,1284.0,4214990276.0
164,1281.0,4214734117.0
165,1992.0,4214665912.0
166,1361.0,4214567366.0
167,1523.0,4214510083.0
168,2236.0,4214257445.0
169,1890.0,4214300686.0
170,1821.0,4213991159.0
171,1939.0,4213865508.0
172,1584.0,4213441509.0
173,1128.0,4212778061.0
174,2124.0,4212617083.0
175,1875.0,4211647338.0
176,1477.0,4211663289.0
177,1485.0,4211526181.0
178,1643.0,4211418387.0
179,1674.0,4211344801.0
180,1689.0,4210427204.0
181,1294.0,4210322448.0
182,1557.0,4209372132.0
183,1773.0,4209234345.0
184,941.0,4209052195.0
185,1460.0,4208873115.0
186,1203.0,4208646221.0
187,2229.0,4208432716.0
188,1482.0,4208294656.0
189,2463.0,4208183709.0
190,1146.0,4208093718.0
191,1932.0,4207617108.0
192,1296.0,4207670053.0
193,1628.0,4207425321.0
194,1358.0,4207338587.0
195,1838.0,4207361443.0
196,1244.0,4255795289.0
197,962.0,4255761502.0
198,1632.0,4255663162.0
199,1447.0,4255601634.0
200,1750.0,4255379515.0
201,1890.0,4255228631.0
202,1982.0,4252707261.0
203,932.0,4251918236.0
204,1015.0,4249716387.0
205,1353.0,4247346627.0
206,1261.0,4247333254.0
207,1030.0,4247328744.0
208,1958.0,4247161499.0
209,1537.0,4247052472.0
210,1643.0,4242033414.0
211,1895.0,4241849807.0
212,2024.0,4241836803.0
213,1236.0,4239392496.0
214,2669.0,4239164903.0
215,1717.0,4239025985.0
216,1223.0,4238878723.0
217,2034.0,4238834904.0
218,1394.0,4236315023.0
219,1434.0,4236105557.0
220,1242.0,4235949878.0
221,1541.0,4235878601.0
222,2718.0,4232242673.0
223,1371.0,4232200699.0
224,1527.0,4232080526.0
225,1868.0,4231598145.0
226,1684.0,4230266081.0
227,1702.0,4230208526.0
228,1364.0,4229721654.0
229,1829.0,4228279942.0
230,1266.0,4227969696.0
231,980.0,4227530167.0
232,1357.0,4227430077.0
233,1665.0,4227265183.0
234,1501.0,4227058495.0
235,2153.0,4224988597.0
236,1284.0,4224787553.0
237,1050.0,4222928079.0
238,1377.0,4222913538.0
239,1500.0,4222871985.0
